"originalUrl","archivedUrl","timestamp","referringDataPaths"
"https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","https://web.archive.org/web/20240502081000/https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","2024-05-02T08:10:00.000Z","google/googledatatransport-firelog-batchlog-json#isInForeground"
"https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","https://web.archive.org/web/20240502081000/https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","2024-05-02T08:10:00.000Z","google/googledatatransport-firelog-batchlog-json#test2"
"https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","https://web.archive.org/web/20240502081000/https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","2024-05-02T08:10:00.000Z","google/googledatatransport-firelog-batchlog-json#sessionId;google/googledatatransport-firelog-batchlog-json#ramTotal;google/googledatatransport-firelog-batchlog-json#ramUsed"
"https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/transport/transport-runtime/src/main/proto/client_analytics.proto","https://web.archive.org/web/20240502084312/https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/transport/transport-runtime/src/main/proto/client_analytics.proto","2024-05-02T08:43:12.000Z","google/googledatatransport-firelog-batchlog-json#appId"
"https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/Crashlytics/ProtoSupport/Protos/crashlytics.proto","https://web.archive.org/web/20240502094026/https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/Crashlytics/ProtoSupport/Protos/crashlytics.proto","2024-05-02T09:40:26.000Z","google/googledatatransport-firelog-batchlog-json#trackerSdkVersion;google/googledatatransport-firelog-batchlog-json#osName;google/googledatatransport-firelog-batchlog-json#installationId;google/googledatatransport-firelog-batchlog-json#appVersion"
"https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebaseSessions/ProtoSupport/Protos/sessions.proto","https://web.archive.org/web/20240502093252/https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebaseSessions/ProtoSupport/Protos/sessions.proto#L143","2024-05-02T09:32:52.000Z","google/googledatatransport-firelog-batchlog-json#sessionId;google/googledatatransport-firelog-batchlog-json#installationId;google/googledatatransport-firelog-batchlog-json#model;google/googledatatransport-firelog-batchlog-json#trackerSdkVersion;google/googledatatransport-firelog-batchlog-json#osVersion;google/googledatatransport-firelog-batchlog-json#appId;google/googledatatransport-firelog-batchlog-json#appVersion"
"https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-inappmessaging/src/proto/logs/proto/firebase/inappmessaging/campaign_analytics.proto","https://web.archive.org/web/20240502093047/https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-inappmessaging/src/proto/logs/proto/firebase/inappmessaging/campaign_analytics.proto","2024-05-02T09:30:47.000Z","google/googledatatransport-firelog-batchlog-json#trackerSdkVersion"
"https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","https://web.archive.org/web/20240502110058/https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","2024-05-02T11:00:58.000Z","google/googledatatransport-firelog-batchlog-json#osName;google/googledatatransport-firelog-batchlog-json#osVersion"
"https://github.com/firebase/firebase-android-sdk/blob/bb0823ffc999ccfc38d75a165f6c0391ed884f6b/transport/transport-backend-cct/src/test/proto/google/cct/google_cct.proto","https://web.archive.org/web/20240502105745/https://github.com/firebase/firebase-android-sdk/blob/bb0823ffc999ccfc38d75a165f6c0391ed884f6b/transport/transport-backend-cct/src/test/proto/google/cct/google_cct.proto","2024-05-02T10:57:45.000Z","google/googledatatransport-firelog-batchlog-protobuf#osVersion;google/googledatatransport-firelog-batchlog-protobuf#model;google/googledatatransport-firelog-batchlog-protobuf#manufacturer;google/googledatatransport-firelog-batchlog-protobuf#appVersion;google/googledatatransport-firelog-batchlog-protobuf#carrier;google/googledatatransport-firelog-batchlog-protobuf#language;google/googledatatransport-firelog-batchlog-protobuf#country"
"https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","https://web.archive.org/web/20240502110058/https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","2024-05-02T11:00:58.000Z","google/googledatatransport-firelog-batchlog-json#appVersion;google/googledatatransport-firelog-batchlog-json#country"
"https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","https://web.archive.org/web/20240502110058/https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","2024-05-02T11:00:58.000Z","google/googledatatransport-firelog-batchlog-json#model"
"https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","https://web.archive.org/web/20240502110058/https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","2024-05-02T11:00:58.000Z","google/googledatatransport-firelog-batchlog-json#language;google/googledatatransport-firelog-batchlog-json#appId"
"https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","https://web.archive.org/web/20240502110058/https://github.com/google/GoogleDataTransport/blob/78c44ad53d41c84d7d04ceab9e8773327befbf2c/GoogleDataTransport/ProtoSupport/Protos/cct.proto","2024-05-02T11:00:58.000Z","google/googledatatransport-firelog-batchlog-protobuf#osName;google/googledatatransport-firelog-batchlog-protobuf#osVersion;google/googledatatransport-firelog-batchlog-protobuf#appVersion;google/googledatatransport-firelog-batchlog-protobuf#country;google/googledatatransport-firelog-batchlog-protobuf#model;google/googledatatransport-firelog-batchlog-protobuf#language;google/googledatatransport-firelog-batchlog-protobuf#appId"
"https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","https://web.archive.org/web/20240503081831/https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/firebase-perf/src/main/proto/firebase/perf/v1/perf_metric.proto","2024-05-03T08:18:31.000Z","google/googledatatransport-firelog-batchlog-protobuf#appVersion;google/googledatatransport-firelog-batchlog-protobuf#appId;google/googledatatransport-firelog-batchlog-protobuf#trackerSdkVersion;google/googledatatransport-firelog-batchlog-protobuf#isInForeground;google/googledatatransport-firelog-batchlog-protobuf#sessionId;google/googledatatransport-firelog-batchlog-protobuf#ramUsed"
"https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebasePerformance/ProtoSupport/Protos/perf_metric.proto","https://web.archive.org/web/20240503082501/https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebasePerformance/ProtoSupport/Protos/perf_metric.proto","2024-05-03T08:25:01.000Z","google/googledatatransport-firelog-batchlog-json#appVersion;google/googledatatransport-firelog-batchlog-json#carrier;google/googledatatransport-firelog-batchlog-json#trackerSdkVersion;google/googledatatransport-firelog-batchlog-json#networkConnectionType;google/googledatatransport-firelog-batchlog-protobuf#trackerSdkVersion;google/googledatatransport-firelog-batchlog-protobuf#appVersion;google/googledatatransport-firelog-batchlog-protobuf#carrier;google/googledatatransport-firelog-batchlog-protobuf#networkConnectionType"
"https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/transport/transport-runtime/src/main/proto/client_analytics.proto","https://web.archive.org/web/20240503082852/https://github.com/firebase/firebase-android-sdk/blob/132b8ba8563aa00b06e27b56ee811e738d14c791/transport/transport-runtime/src/main/proto/client_analytics.proto","2024-05-03T08:28:52.000Z","google/googledatatransport-firelog-batchlog-protobuf#appId"
"https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebaseSessions/ProtoSupport/Protos/sessions.proto","https://web.archive.org/web/20240503084525/https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebaseSessions/ProtoSupport/Protos/sessions.proto","2024-05-03T08:45:25.000Z","google/googledatatransport-firelog-batchlog-protobuf#sessionId;google/googledatatransport-firelog-batchlog-protobuf#installationId;google/googledatatransport-firelog-batchlog-protobuf#model;google/googledatatransport-firelog-batchlog-protobuf#trackerSdkVersion;google/googledatatransport-firelog-batchlog-protobuf#osVersion;google/googledatatransport-firelog-batchlog-protobuf#appId;google/googledatatransport-firelog-batchlog-protobuf#appVersion"
"https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebaseSessions/ProtoSupport/Protos/sessions.proto","https://web.archive.org/web/20240503084525/https://github.com/firebase/firebase-ios-sdk/blob/7a0145207ec66f24e4bd1ceccd4f861a3e22535b/FirebaseSessions/ProtoSupport/Protos/sessions.proto","2024-05-03T08:45:25.000Z","google/googledatatransport-firelog-batchlog-protobuf#networkConnectionType;google/googledatatransport-firelog-batchlog-protobuf#osName;google/googledatatransport-firelog-batchlog-protobuf#carrier"
"https://github.com/firebase/firebase-ios-sdk/blob/af1201c8a3e64d7c1893cebbec6877cd8c39abf7/Firebase/CoreDiagnostics/ProtoSupport/Protos/firebasecore.proto","https://web.archive.org/web/20240503094707/https://github.com/firebase/firebase-ios-sdk/blob/af1201c8a3e64d7c1893cebbec6877cd8c39abf7/Firebase/CoreDiagnostics/ProtoSupport/Protos/firebasecore.proto","2024-05-03T09:47:07.000Z","google/googledatatransport-firelog-batchlog-protobuf#osVersion;google/googledatatransport-firelog-batchlog-protobuf#model;google/googledatatransport-firelog-batchlog-protobuf#appId;google/googledatatransport-firelog-batchlog-protobuf#trackerSdkVersion"
"https://github.com/firebase/firebase-ios-sdk/blob/477bb2a6961b18dc6210a0dafc90a975e6a448c6/FirebaseMLModelDownloader/Sources/proto/firebase_ml_log_sdk.proto","https://web.archive.org/web/20240503095037/https://github.com/firebase/firebase-ios-sdk/blob/477bb2a6961b18dc6210a0dafc90a975e6a448c6/FirebaseMLModelDownloader/Sources/proto/firebase_ml_log_sdk.proto","2024-05-03T09:50:37.000Z","google/googledatatransport-firelog-batchlog-protobuf#appVersion;google/googledatatransport-firelog-batchlog-protobuf#appId;google/googledatatransport-firelog-batchlog-protobuf#trackerSdkVersion"
"https://github.com/firebase/firebase-android-sdk/blob/master/firebase-ml-modeldownloader/src/test/proto/firebase/ml/modeldownloader/firebase_ml_log_sdk.proto","https://web.archive.org/web/20240503124647/https://github.com/firebase/firebase-android-sdk/blob/master/firebase-ml-modeldownloader/src/test/proto/firebase/ml/modeldownloader/firebase_ml_log_sdk.proto","2024-05-03T12:46:47.000Z","google/googledatatransport-firelog-batchlog-json#appId;google/googledatatransport-firelog-batchlog-json#appVersion;google/googledatatransport-firelog-batchlog-json#trackerSdkVersion"
"https://firebase.google.com/docs/projects/manage-installations","https://web.archive.org/web/20240503140014/https://firebase.google.com/docs/projects/manage-installations","2024-05-03T14:00:14.000Z","google/firebaseinstallations#installationId"
"https://developers.google.com/resources/api-libraries/documentation/identitytoolkit/v3/csharp/latest/classGoogle_1_1Apis_1_1IdentityToolkit_1_1v3_1_1Data_1_1IdentitytoolkitRelyingpartySignupNewUserRequest.html","https://web.archive.org/web/20240429160728/https://developers.google.com/resources/api-libraries/documentation/identitytoolkit/v3/csharp/latest/classGoogle_1_1Apis_1_1IdentityToolkit_1_1v3_1_1Data_1_1IdentitytoolkitRelyingpartySignupNewUserRequest.html","2024-04-29T16:07:28.000Z","google/identitytoolkit-relyingparty-signupnewuser#userId"
"https://support.google.com/tagmanager/answer/12326985","https://web.archive.org/web/20241008113910/https://support.google.com/tagmanager/answer/12326985","2024-10-08T11:39:10.000Z","google/googletagmanager-gtag#propertyId;google/googletagmanager-gtm#propertyId"
"https://developers.google.com/analytics/devguides/collection/protocol/v1/parameters","https://web.archive.org/web/20240206101316/https://developers.google.com/analytics/devguides/collection/protocol/v1/parameters","2024-10-08T11:39:08.000Z","google/google-analytics#propertyId;google/google-analytics#language;google/google-analytics#screenHeight;google/google-analytics#screenWidth;google/google-analytics#viewedPage;google/google-analytics#userId;google/google-analytics#currency;google/google-analytics#campaignSource;google/google-analytics#campaignMedium;google/google-analytics#campaignName;google/google-analytics#isUserInactive;google/google-analytics#appId;google/google-analytics#appName;google/google-analytics#appVersion;google/google-analytics#campaignTerm;google/google-analytics#userAgent;google/google-analytics#screenColorDepth;google/google-analytics#userAction;google/google-analytics#userActionSource;google/google-analytics#interactedElement;google/google-analytics#revenue;google/google-analytics#errorInformation"
"https://www.simoahava.com/analytics/consent-mode-v2-google-tags/","https://web.archive.org/web/20241008113917/https://www.simoahava.com/analytics/consent-mode-v2-google-tags/","2024-10-08T11:39:17.000Z","google/google-analytics#consentState"
"https://www.thyngster.com/ga4-measurement-protocol-cheatsheet/","https://web.archive.org/web/20241008120804/https://www.thyngster.com/ga4-measurement-protocol-cheatsheet/","2024-10-08T12:08:04.000Z","google/google-analytics#sessionId;google/google-analytics#sessionCount;google/google-analytics#architecture;google/google-analytics#model;google/google-analytics#osName;google/google-analytics#osVersion;google/google-analytics#referer;google/google-analytics#userAgent"
"https://louder.com.au/2022/06/27/client-id-in-ga4-what-is-it-and-how-to-get-it-in-your-report/","https://web.archive.org/web/20241008133529/https://louder.com.au/2022/06/27/client-id-in-ga4-what-is-it-and-how-to-get-it-in-your-report/","2024-10-08T13:35:29.000Z","google/google-analytics#browserId"
"https://www.thyngster.com/ga4-measurement-protocol-cheatsheet-beta/?p=_fid","https://web.archive.org/web/20241008133839/https://www.thyngster.com/ga4-measurement-protocol-cheatsheet-beta/?p=_fid","2024-10-08T13:38:39.000Z","google/google-analytics#installationId"
"https://www.thyngster.com/ga4-measurement-protocol-cheatsheet-beta/?p=_fv","https://web.archive.org/web/20241008134332/https://www.thyngster.com/ga4-measurement-protocol-cheatsheet-beta/?p=_fv","2024-10-08T13:43:32.000Z","google/google-analytics#isFirstLaunch"
"https://help.branch.io/developers-hub/reference/attribution-api","https://web.archive.org/web/20241010072017/https://help.branch.io/developers-hub/reference/attribution-api","2024-10-10T07:20:17.000Z","branch-io/v1#deviceId;branch-io/v1#userId"
"https://help.branch.io/using-branch/docs/advertising-identifiers-for-attribution","https://web.archive.org/web/20241010071939/https://help.branch.io/using-branch/docs/advertising-identifiers-for-attribution","2024-10-10T07:19:39.000Z","branch-io/v1#userId"
"https://help.branch.io/partners-portal/docs/braze","https://web.archive.org/web/20241010072009/https://help.branch.io/partners-portal/docs/braze","2024-10-10T07:20:09.000Z","branch-io/v1#installationId"
"https://louder.com.au/2022/06/27/client-id-in-ga4-what-is-it-and-how-to-get-it-in-your-report/","https://web.archive.org/web/20241010072221/https://louder.com.au/2022/06/27/client-id-in-ga4-what-is-it-and-how-to-get-it-in-your-report/","2024-10-10T07:22:21.000Z","google/google-analytics#browserId"
